Hugo_Symbol	TCGA-BH-A0BD-01	TCGA-A1-A0SE-01	TCGA-A1-A0SH-01	TCGA-A1-A0SJ-01	TCGA-A1-A0SK-01	TCGA-A1-A0SM-01	TCGA-A1-A0SO-01	TCGA-A1-A0SP-01	TCGA-A2-A04P-01	TCGA-A2-A04Q-01	TCGA-A2-A04R-01	TCGA-A2-A04T-01	TCGA-A2-A04V-01	TCGA-A2-A04X-01	TCGA-A2-A04Y-01	TCGA-A2-A0CM-01	TCGA-A2-A0CP-01	TCGA-A2-A0CQ-01	TCGA-A2-A0CT-01	TCGA-A2-A0CU-01	TCGA-A2-A0CY-01	TCGA-A2-A0CZ-01	TCGA-A2-A0D0-01	TCGA-A2-A0D1-01	TCGA-A2-A0D2-01	TCGA-A2-A0D4-01	TCGA-A2-A0EM-01	TCGA-A2-A0EN-01	TCGA-A2-A0EO-01	TCGA-A2-A0EQ-01	TCGA-A2-A0ER-01	TCGA-A2-A0ET-01	TCGA-A2-A0EU-01	TCGA-A2-A0EV-01	TCGA-A2-A0EX-01	TCGA-A2-A0EY-01	TCGA-A2-A0ST-01	TCGA-A2-A0SU-01	TCGA-A2-A0SV-01	TCGA-A2-A0SW-01	TCGA-A2-A0SX-01	TCGA-A2-A0SY-01	TCGA-A2-A0T0-01	TCGA-A2-A0T1-01	TCGA-A2-A0T2-01	TCGA-A2-A0T4-01	TCGA-A2-A0T5-01	TCGA-A2-A0T6-01	TCGA-A2-A0T7-01	TCGA-A2-A0YC-01	TCGA-A2-A0YD-01	TCGA-A2-A0YF-01	TCGA-A2-A0YG-01	TCGA-A2-A0YH-01	TCGA-A2-A0YK-01	TCGA-A2-A0YL-01	TCGA-A2-A0YM-01	TCGA-A2-A0YT-01	TCGA-A7-A0CD-01	TCGA-A7-A0CE-01	TCGA-A7-A0CG-01	TCGA-A7-A0CH-01	TCGA-A7-A0CJ-01	TCGA-A7-A0D9-01	TCGA-A7-A0DB-01	TCGA-A8-A06N-01	TCGA-A8-A06O-01	TCGA-A8-A06P-01	TCGA-A8-A06Q-01	TCGA-A8-A06R-01	TCGA-A8-A06T-01	TCGA-A8-A06U-01	TCGA-A8-A06Y-01	TCGA-A8-A06Z-01	TCGA-A8-A075-01	TCGA-A8-A076-01	TCGA-A8-A079-01	TCGA-A8-A07B-01	TCGA-A8-A07C-01	TCGA-A8-A07E-01	TCGA-A8-A07F-01	TCGA-A8-A07G-01	TCGA-A8-A07I-01	TCGA-A8-A07J-01	TCGA-A8-A07L-01	TCGA-A8-A07O-01	TCGA-A8-A07P-01	TCGA-A8-A07R-01	TCGA-A8-A07S-01	TCGA-A8-A07U-01	TCGA-A8-A07W-01	TCGA-A8-A07Z-01	TCGA-A8-A081-01	TCGA-A8-A082-01	TCGA-A8-A083-01	TCGA-A8-A084-01	TCGA-A8-A085-01	TCGA-A8-A086-01	TCGA-A8-A08A-01	TCGA-A8-A08B-01	TCGA-A8-A08G-01	TCGA-A8-A08H-01	TCGA-A8-A08I-01	TCGA-A8-A08J-01	TCGA-A8-A08L-01	TCGA-A8-A08O-01	TCGA-A8-A08R-01	TCGA-A8-A08S-01	TCGA-A8-A08T-01	TCGA-A8-A08X-01	TCGA-A8-A08Z-01	TCGA-A8-A090-01	TCGA-A8-A091-01	TCGA-A8-A092-01	TCGA-A8-A093-01	TCGA-A8-A094-01	TCGA-A8-A095-01	TCGA-A8-A096-01	TCGA-A8-A097-01	TCGA-A8-A099-01	TCGA-A8-A09A-01	TCGA-A8-A09B-01	TCGA-A8-A09C-01	TCGA-A8-A09D-01	TCGA-A8-A09E-01	TCGA-A8-A09G-01	TCGA-A8-A09I-01	TCGA-A8-A09K-01	TCGA-A8-A09M-01	TCGA-A8-A09N-01	TCGA-A8-A09Q-01	TCGA-A8-A09R-01	TCGA-A8-A09T-01	TCGA-A8-A09X-01	TCGA-A8-A09Z-01	TCGA-A8-A0A1-01	TCGA-A8-A0A2-01	TCGA-A8-A0A4-01	TCGA-A8-A0A6-01	TCGA-A8-A0A7-01	TCGA-A8-A0A9-01	TCGA-A8-A0AB-01	TCGA-A8-A0AD-01	TCGA-AN-A03X-01	TCGA-AN-A03Y-01	TCGA-AN-A041-01	TCGA-AN-A046-01	TCGA-AN-A049-01	TCGA-AN-A04A-01	TCGA-AN-A04C-01	TCGA-AN-A04D-01	TCGA-AN-A0AJ-01	TCGA-AN-A0AK-01	TCGA-AN-A0AL-01	TCGA-AN-A0AM-01	TCGA-AN-A0AR-01	TCGA-AN-A0AS-01	TCGA-AN-A0FD-01	TCGA-AN-A0FF-01	TCGA-AN-A0FJ-01	TCGA-AN-A0FK-01	TCGA-AN-A0FL-01	TCGA-AN-A0FN-01	TCGA-AN-A0FS-01	TCGA-AN-A0FT-01	TCGA-AN-A0FV-01	TCGA-AN-A0FW-01	TCGA-AN-A0FX-01	TCGA-AN-A0FY-01	TCGA-AN-A0FZ-01	TCGA-AN-A0G0-01	TCGA-AN-A0XN-01	TCGA-AN-A0XO-01	TCGA-AN-A0XP-01	TCGA-AN-A0XR-01	TCGA-AN-A0XS-01	TCGA-AN-A0XT-01	TCGA-AN-A0XU-01	TCGA-AN-A0XV-01	TCGA-AN-A0XW-01	TCGA-AO-A03L-01	TCGA-AO-A03O-01	TCGA-AO-A03R-01	TCGA-AO-A03T-01	TCGA-AO-A0J2-01	TCGA-AO-A0J3-01	TCGA-AO-A0J4-01	TCGA-AO-A0J5-01	TCGA-AO-A0J6-01	TCGA-AO-A0J7-01	TCGA-AO-A0J8-01	TCGA-AO-A0J9-01	TCGA-AO-A0JA-01	TCGA-AO-A0JB-01	TCGA-AO-A0JC-01	TCGA-AO-A0JD-01	TCGA-AO-A0JE-01	TCGA-AO-A0JF-01	TCGA-AO-A0JG-01	TCGA-AO-A0JI-01	TCGA-AO-A0JJ-01	TCGA-AO-A0JL-01	TCGA-AO-A0JM-01	TCGA-AQ-A04J-01	TCGA-AR-A0TP-01	TCGA-AR-A0TQ-01	TCGA-AR-A0TR-01	TCGA-AR-A0TT-01	TCGA-AR-A0TV-01	TCGA-AR-A0TX-01	TCGA-AR-A0TZ-01	TCGA-AR-A0U2-01	TCGA-AR-A0U3-01	TCGA-AR-A0U4-01	TCGA-B6-A0I2-01	TCGA-B6-A0I5-01	TCGA-B6-A0I6-01	TCGA-B6-A0I8-01	TCGA-B6-A0I9-01	TCGA-B6-A0IA-01	TCGA-B6-A0IB-01	TCGA-B6-A0IC-01	TCGA-B6-A0IE-01	TCGA-B6-A0IG-01	TCGA-B6-A0IJ-01	TCGA-B6-A0IK-01	TCGA-B6-A0IM-01	TCGA-B6-A0IN-01	TCGA-B6-A0IO-01	TCGA-B6-A0IP-01	TCGA-B6-A0IQ-01	TCGA-B6-A0RE-01	TCGA-B6-A0RG-01	TCGA-B6-A0RI-01	TCGA-B6-A0RL-01	TCGA-B6-A0RM-01	TCGA-B6-A0RN-01	TCGA-B6-A0RO-01	TCGA-B6-A0RP-01	TCGA-B6-A0RS-01	TCGA-B6-A0RT-01	TCGA-B6-A0RU-01	TCGA-B6-A0RV-01	TCGA-B6-A0WT-01	TCGA-B6-A0WV-01	TCGA-B6-A0WW-01	TCGA-B6-A0WX-01	TCGA-B6-A0WY-01	TCGA-B6-A0WZ-01	TCGA-B6-A0X4-01	TCGA-B6-A0X5-01	TCGA-BH-A0AW-01	TCGA-BH-A0AY-01	TCGA-BH-A0B1-01	TCGA-BH-A0B3-01	TCGA-BH-A0B4-01	TCGA-BH-A0B8-01	TCGA-BH-A0B9-01	TCGA-BH-A0BA-01	TCGA-BH-A0BC-01	TCGA-BH-A0BJ-01	TCGA-BH-A0BM-01	TCGA-BH-A0BV-01	TCGA-BH-A0C0-01	TCGA-BH-A0DH-01	TCGA-BH-A0DK-01	TCGA-BH-A0DP-01	TCGA-BH-A0DQ-01	TCGA-BH-A0DS-01	TCGA-BH-A0DZ-01	TCGA-BH-A0E0-01	TCGA-BH-A0E1-01	TCGA-BH-A0E6-01	TCGA-BH-A0E7-01	TCGA-BH-A0EE-01	TCGA-BH-A0GY-01	TCGA-BH-A0GZ-01	TCGA-BH-A0H0-01	TCGA-BH-A0H6-01	TCGA-BH-A0H7-01	TCGA-BH-A0H9-01	TCGA-BH-A0HB-01	TCGA-BH-A0HF-01	TCGA-BH-A0HI-01	TCGA-BH-A0HK-01	TCGA-BH-A0HL-01	TCGA-BH-A0HN-01	TCGA-BH-A0HO-01	TCGA-BH-A0HP-01	TCGA-BH-A0HQ-01	TCGA-BH-A0HU-01	TCGA-BH-A0HW-01	TCGA-BH-A0HX-01	TCGA-BH-A0HY-01	TCGA-BH-A0RX-01	TCGA-BH-A0W3-01	TCGA-BH-A0W4-01	TCGA-BH-A0W5-01	TCGA-BH-A0WA-01
hsa-miR-361-5p	8.28262431	7.92117088	7.72508834	8.27224665	7.63430048	7.594817	7.79964546	7.85222656	8.40522948	8.45026014	8.01405603	9.20317772	8.04872599	7.91070702	8.54395431	9.21561431	8.44296006	8.7196708	7.33779954	8.30337878	8.61323822	8.31163731	7.39805862	7.74959898	8.78522612	8.88088099	8.17486541	7.8424727	8.48110236	8.9956247	8.37735733	8.00328993	7.14521894	8.56245547	8.3387991	8.46062683	8.26470223	7.36664486	7.55526685	8.18159912	8.00811326	7.26500257	7.36037729	7.8245842	7.27413167	7.79153021	7.79402182	7.75261158	7.68614612	8.25357629	8.52897801	8.32428724	7.26791418	8.28916952	8.13064274	7.96919538	7.94095656	8.01166767	7.19491338	7.96432456	8.08380331	8.24770747	7.63833149	8.18844193	8.64656695	8.4271063	7.59864429	8.78694279	7.88571816	7.83859696	6.78783155	8.414053	7.06959439	7.48582609	7.77445256	7.73099907	8.6987945	7.8393415	8.58927442	8.39619026	8.36189221	8.71871208	7.87306113	6.96781273	7.86017899	8.52115997	8.35433639	8.96743521	8.20148912	8.89674692	8.72100058	8.48290214	8.78806981	8.09651041	8.03477715	7.59129391	7.47833043	8.23298558	8.17453378	6.94387802	8.25274567	8.06375202	8.07535334	7.26542236	8.49804311	6.72854483	8.68261505	8.5436331	7.53412391	6.92704654	7.98478297	7.4810118	8.06719811	7.60437642	8.31644469	8.65985375	8.40967257	8.37782328	8.87465456	7.05731435	8.54432642	8.06137338	7.87771505	9.17206194	7.53865995	7.41773273	7.49388927	8.1220041	8.27296442	7.74500478	8.1422373	8.01638862	8.14605841	7.8140137	8.65548742	7.79649239	8.01482856	8.07427188	7.26487371	8.39221063	8.52417742	8.09069376	8.66557266	8.2034214	8.43647865	8.64756839	8.28225568	7.11754192	7.82403	7.95863814	8.29158301	8.20344173	7.57819848	7.14957725	8.25106642	7.73990267	7.18866834	7.89316969	8.6556992	7.94982833	8.53675311	8.37086553	8.35280453	8.03065933	8.02074087	7.92752371	9.06872729	8.71232002	9.08677868	9.36022691	7.31507743	7.8590635	8.15026958	8.01434142	7.94529076	7.9256438	7.5700846	7.79880692	7.80595473	7.02745356	8.77611402	7.33803622	8.50105045	8.69043012	7.4842667	9.23356525	7.86160073	7.81803911	7.89525206	7.24862279	8.11027564	7.82885041	7.43363206	7.50029245	7.84710202	8.22063284	7.97191132	7.59082915	7.58815484	7.10484338	7.83324023	7.56466482	6.46634998	8.66922336	7.97661468	7.48432472	7.80849106	7.56079334	7.56205277	7.84651015	7.69403713	7.90876154	8.19067167	7.79617095	8.43216935	8.20276086	8.10254657	8.34497028	8.52871416	7.86545129	8.58259163	7.96632876	7.93941331	8.25807697	7.78514755	7.45033244	7.94873209	7.85195234	7.97888258	7.79109266	9.21093371	6.91372533	8.38498038	8.06241534	9.07047853	7.42191645	7.32915966	7.53808696	7.64534581	7.69772058	8.51648824	8.07929127	7.68859578	7.83263142	7.88397248	7.71672652	7.62918754	8.14095734	7.74028905	7.20356599	8.11430467	7.59127371	8.22973956	7.29493855	8.10956932	8.00714975	7.09672477	7.64962573	6.69481649	7.75837732	7.40036755	6.6051327	7.58179142	7.22398061	8.63464036	7.75636398	7.05860459	8.55646258	6.98013506	8.15856751	7.76509981	7.92775572	8.80429632	8.40066796	8.52288047	8.60374197	7.80975209	7.13068159	7.53377668	8.34213346	7.37038874	7.51357506	7.54995564	7.4807492	7.89607282	7.24912256	6.88866796	7.75437087	7.7364934	7.42044968	8.13628945	8.00812304	7.2175102	7.03510551	7.74095178	8.2648305	7.74772914	7.71532587	7.99895639
hsa-miR-361-3p	4.98087409	4.03364561	3.03321064	4.56582064	3.85180075	4.46374293	3.89275486	4.59080321	5.16576354	5.26478032	5.04794203	4.48561946	3.14504495	4.66092871	4.9245413	5.88207493	4.66308588	5.35210004	4.53044461	4.40721459	5.16006559	4.17188534	3.77356776	4.83830321	5.12302062	4.51479511	4.67406336	4.0898447	4.82037235	5.94982101	5.4106855	4.47581293	5.29354169	4.84862637	4.19831788	4.60415415	6.57468705	3.24655102	4.70060621	4.79345134	4.86904922	3.54691499	4.22207427	5.30952371	4.19396132	4.25951659	3.68549737	3.18324594	3.82710704	6.2884947	5.17103938	4.92384194	5.16099897	6.15697491	5.38447999	4.60207851	5.85821613	6.63315604	3.90099966	4.2873802	4.68197566	3.81750092	5.37931015	4.25967684	4.02740296	3.26521861	4.51618213	4.09764363	4.13848423	3.71823201	3.53660645	5.25937171	2.66647021	4.0027432	3.9045131	4.02645495	5.29533652	2.71418637	4.27941916	4.24983373	3.82414435	4.07485589	4.54468762	5.2371334	3.82896026	4.74637291	4.27719699	4.80459963	4.13002676	5.33245799	4.19743862	4.64919589	5.11051032	3.73505395	4.85396383	4.55567	3.36790644	4.44221355	3.53067759	5.63521182	4.46309275	4.66382141	4.74924957	3.40035194	4.46619424	4.48568831	5.27662269	5.14334937	3.41666633	5.31158195	4.05607426	3.32720646	3.93106142	3.82147454	3.72585764	5.14632639	4.295457	4.62477948	5.22428016	3.35687463	3.95748663	4.40856823	3.24627812	4.71497426	3.40758587	4.4659879	5.35853742	4.28716844	4.63161945	3.39529352	4.28824165	3.69723761	4.30792483	5.20215597	5.02992869	4.2331599	4.78793474	3.27676474	4.99007959	4.61169732	3.92248091	3.58656234	4.67688797	4.28558051	3.55927974	4.70646208	4.55978966	3.74366175	3.55181411	4.37122416	4.19606039	4.42333165	3.59915809	5.36198558	4.97520797	4.26117049	2.92422574	4.67614045	4.66777204	3.39086104	5.29269169	4.76442331	4.21458839	3.68858466	3.04804822	4.4768623	4.1706069	4.40532017	4.5267831	4.56052556	4.17894074	5.1679016	4.98034458	6.1681136	5.19260081	5.05302311	4.17388374	5.95706901	5.27847772	5.13793009	7.09658851	4.10056848	4.74870963	5.04156457	4.61214152	4.17151911	4.87553992	2.96753969	3.86182906	2.39375441	3.6336893	3.48442767	2.86377645	4.53876659	8.41939069	4.27455298	5.41649309	3.85811303	3.83760627	5.70978058	5.14123242	4.50783359	5.31137532	5.25920394	3.34535852	5.08173896	2.91053359	5.78656049	4.47035294	4.7075608	3.49016479	5.17179595	4.68737095	6.2801558	4.82448677	4.27834421	4.04426692	3.71331454	4.08125518	4.70643519	4.29965767	4.66515922	3.59206261	4.25627472	4.30043652	3.7034251	4.03262296	3.31761591	5.78010271	3.59546715	4.72096772	5.01388949	3.70982007	3.78071709	5.41255859	4.43127451	3.02335123	3.71230134	4.37398654	4.24440209	6.75930789	3.7972559	4.49820668	5.65604268	5.31218536	5.04002145	4.38887321	5.94101977	5.07732404	5.13218135	5.67303563	5.96907831	3.98942523	4.90262113	4.26755339	3.11962448	3.48580958	6.39246789	5.35921346	4.51366175	3.0987799	5.50325308	4.33557766	7.20503905	4.89836854	3.73677325	5.30978928	4.17522866	5.38497679	4.46585515	4.0070726	4.85683394	5.02900261	4.82813491	6.47716217	4.34008153	3.23543683	4.93338015	3.90252052	5.02837268	5.04846065	5.77964992	3.85414737	4.46893345	4.32621721	2.65417597	2.50208691	4.44412458	3.81139821	2.76045379	3.2735783	3.63192528	3.8800691	3.91580658	5.67749849	5.75562384	5.03381879	5.33285623	5.57109485
hsa-miR-485-3p	-1.18905091	1.19714434	2.65469901	0.35636727	0.32823879	1.94018097	0.3691929	0.78344829	1.73280414	1.90722832	-0.08134099	0.62763847	1.40807936	1.6253048	1.28068511	0.83768081	1.25709352	1.12970762	0.53044461	0.91536149	0.35271067	0.8213881	-0.13332284	0.39204698	1.80109252	2.62726984	2.69317218	1.11002259	2.05483761	2.73259029	1.03217388	0.06077543	1.43556069	1.61158718	-0.26111374	0.55976003	-0.09064886	1.24655102	1.11564371	0.74905722	2.35120092	0.22498689	1.86452226	2.42199844	1.64964081	2.05006322	2.04806745	1.55097772	1.59444629	1.02796715	1.24820724	1.84855381	1.46055925	2.33497321	1.28014333	0.1426469	1.27325363	1.37262849	-0.21447756	2.59772032	2.31940559	2.97796559	1.15049146	0.67471434	2.15293384	0.20632492	2.88815091	1.96836061	0.33112931	1.36773476	2.47247611	2.04991835	0.00350519	1.12827408	1.04653211	0.85652995	0.86907177	2.1996132	1.27941916	3.12430285	2.36471273	2.68253847	1.47859843	1.93596386	2.96646378	0.74637291	0.81776537	2.30209929	2.29995176	1.55986849	0.8051212	0.69499958	1.97300679	1.15009145	2.56445722	2.01134948	1.49343732	1.38331986	3.53067759	0.37782398	2.27546575	3.71628883	0.9626532	3.29343674	2.07387682	1.16376021	1.6327665	2.03901271	2.60931141	1.61114223	2.38622286	0.42031587	1.34609892	2.43445141	1.89578264	1.35973003	2.295457	1.93672349	0.8182878	0.82082173	2.65792635	2.50167764	2.43892319	3.60805906	0.88402392	1.80302289	1.01276258	-0.41327128	0.10805749	2.22536852	0.96631356	2.45622951	2.48689497	2.94839938	0.84010413	2.33269558	1.05096915	-1.11555268	0.18272467	2.65750101	1.27862472	-0.11387738	1.31431789	3.54861491	1.38935474	2.64756839	1.65289906	2.42173365	1.7675428	2.56386924	-0.19625703	1.61597673	2.48368088	2.77702308	2.84592495	2.09124549	2.56808193	1.57927891	1.17591894	2.45797523	3.31693923	0.12056712	2.27598893	1.01051275	2.53347505	4.52416802	-0.87378722	1.63978542	2.02428276	2.97556306	1.59397824	2.5829391	2.39538207	2.40257886	1.32470435	2.22520409	-0.55403672	2.01221056	1.86344022	1.85252787	3.06839162	1.01310564	1.94135471	3.76593013	2.26421822	-0.82848089	1.1751002	1.8155366	1.44679156	0.39375441	0.70768988	2.35514466	2.32320807	0.29083908	1.42503725	1.55834594	2.20703973	2.35561269	0.79807791	0.06592439	0.90419322	1.70047867	-0.28853752	2.82624453	0.40675907	1.08173896	-0.25939141	0.630056	-0.85157516	1.79002296	0.68280987	3.50437129	0.54441299	1.95822771	0.43216935	2.07189333	0.07464057	1.05034953	1.03686106	0.82379214	1.80780457	0.05044938	1.42213761	1.41977346	0.71547402	1.31876125	2.13953817	1.04459742	0.73570859	1.50800431	2.21846738	0.65633749	-0.24437624	1.628714	0.79784874	0.15825601	1.85342623	0.65340765	0.20406153	1.14006543	-0.58942027	2.84032462	0.69085176	2.65604268	2.85275375	1.58058983	2.56944545	2.31652891	2.60483627	1.34558499	0.4898138	3.29665296	3.16999748	0.68022871	2.03489263	1.79769638	0.8275981	1.03491589	-0.35503206	1.53383963	0.45492371	0.56073858	0.73972684	0.96345306	0.19792882	1.73677325	0.29483894	2.17522866	2.63774286	3.10328507	1.50457226	2.60049419	1.55095531	0.74067207	1.43276805	2.75511903	1.31789899	0.07539915	1.96392107	0.65913887	-0.03900219	1.20979431	2.59111296	1.54293403	1.9782939	2.23913847	1.50208691	0.07489077	0.41908078	-0.65458371	-0.11873912	-0.27496532	0.67061574	0.64278809	1.36591234	1.41934045	2.3767065	0.94053881	1.91574303
hsa-miR-411	0.81094909	1.84922104	1.33277092	0.67829537	-0.08679871	0.52514348	1.3691929	1.59080321	0.41087604	1.49219082	0.91865901	0.62763847	0.82311686	-0.6966233	0.28068511	1.25271831	0.52012792	0.54474512	0.94548211	-0.08463851	0.35271067	1.30681492	0.86667716	-0.34491862	2.28651935	1.89030424	1.44524466	1.94009759	0.31787201	1.41066219	0.29520829	-0.52418707	1.43556069	1.12616035	1.54624118	1.14472253	1.23127923	1.24655102	1.60107054	1.33401972	1.8917693	0.9030588	0.86452226	1.10007034	1.0646783	1.05006322	2.33757406	0.55097772	1.07987311	1.02796715	-0.33675526	0.04119889	1.04552176	1.11258079	1.28014333	1.5576844	0.68829113	0.78766599	0.20055994	1.89145153	1.83397876	1.31500058	1.15049146	-0.32528566	2.44244046	-0.37863758	1.01368179	0.55332311	0.33112931	0.36773476	1.01304449	2.37184644	-0.58145731	1.12827408	1.63149461	0.85652995	0.86907177	0.97722077	1.27941916	0.66487123	0.36471273	0.68253847	-0.52140157	1.45053703	1.50703216	1.16141041	0.23280287	0.71713679	0.71498926	2.97490598	-0.1948788	1.27996208	1.2360412	1.15009145	1.39453222	1.01134948	1.23040292	0.79835736	1.83023787	0.37782398	0.69050325	2.49389641	0.9626532	0.59299702	1.07387682	0.57879771	1.217729	1.30204711	1.19427391	0.61114223	1.24871934	1.00527837	0.34609892	0.7340117	0.72585764	1.35973003	2.00595039	0.76679849	0.0813222	0.08385614	2.12741163	2.08664014	1.0238857	1.49258184	-0.11597608	0.21806039	0.42780008	0.58672872	1.42998559	1.54729662	1.22934796	-0.00320211	0.90193247	0.83292216	-0.15989587	1.42580498	1.27336157	1.20637542	0.76768717	1.24246351	0.86358722	-0.11387738	-0.49303703	1.47822558	0.97431724	1.38453398	1.23786156	0.42173365	0.1825803	1.75651431	0.80374297	1.03101423	0.89871838	0.96966816	1.43088745	0.50628299	2.09415074	1.21670883	0.17591894	0.99854361	1.41004864	0.70552962	2.01295453	1.01051275	0.72612013	1.8918998	1.12621278	1.31785733	1.02428276	0.80563805	1.59397824	1.5829391	2.032812	1.08065076	1.00277625	0.48823849	-0.55403672	1.27524497	1.86344022	0.43749037	0.40542661	-0.57185686	0.94135471	1.51800262	1.9747116	-0.24351839	0.1751002	1.8155366	1.44679156	0.39375441	0.97072429	1.35514466	-0.13622355	0.87580158	1.42503725	0.75099102	0.79200223	0.77065019	1.32859262	0.6508869	0.41876639	2.02240677	0.71146248	1.72670885	-1.17820343	1.92973586	-1.84435391	1.0450935	0.73338734	2.62009796	1.53080678	1.41690844	-0.04054951	1.22126211	1.43216935	2.27834421	1.29703299	2.05034953	1.62182356	1.82379214	1.61515949	1.05044938	1.68517202	0.93434663	0.13051152	1.31876125	1.50210825	0.78156301	1.47267419	1.31535923	1.21846738	1.24129999	0.75562376	1.26614392	1.11977684	0.57329351	1.17535433	1.39037324	0.68948836	0.81813733	1.73250783	3.07478988	0.95388616	1.65604268	0.53082565	0.58058983	1.94141423	1.95395883	1.0902631	0.6086194	-0.0951487	1.61858106	1.88988956	1.68022871	1.03489263	2.0200888	-0.0024769	0.44995339	0.22993044	0.36391463	0.03988621	0.56073858	0.86525772	0.37849056	0.19792882	2.05870134	1.70987643	0.68980183	1.83038794	3.05081765	1.91960975	2.0935342	1.32856289	-0.25932793	0.43276805	2.07704712	0.73293649	0.07539915	0.96392107	1.24410137	0.96099781	1.53172241	1.96962458	0.80596844	1.32621721	1.65417597	1.72447933	0.81185637	1.2935499	0.34541629	1.20318897	0.30999718	-0.32938426	1.37975368	1.55855742	1.09741235	1.26122928	2.11046381	0.59381493
hsa-miR-1976	2.27038071	1.71171752	2.14012584	0.94132977	-0.08679871	1.26210907	0.9541554	2.483888	1.41087604	2.90722832	0.91865901	1.21260097	0.23815435	1.6253048	1.86564761	2.25271831	1.74252035	2.54474512	0.94548211	-0.08463851	1.76774817	0.0844225	1.45163966	0.39204698	1.06412693	1.30534174	1.25259959	-0.05990241	0.73290951	0.9956247	1.03217388	1.28316785	0.43556069	0.80423225	0.32384876	1.88168812	1.49431364	0.88398094	2.37867812	2.55641214	2.21369739	0.9030588	0.86452226	1.90742526	2.0646783	1.63502572	1.68549737	1.55097772	1.59444629	2.44300465	2.12267636	1.62616139	0.46055925	1.11258079	0.95821523	0.87961249	2.01021923	2.37262849	-0.21447756	-0.03454789	0.51205066	0.73003808	2.15049146	3.13414595	0.56797134	1.42871735	1.42871929	0.55332311	1.6530574	1.50523829	0.01304449	1.63488085	0.41854269	2.12827408	0.63149461	1.59349555	1.45403427	0.39225827	1.69445666	2.66487123	0.94967523	1.48989339	2.72652595	2.45053703	1.09199466	2.74637291	1.23280287	0.71713679	1.45195486	1.97490598	1.8051212	1.69499958	1.2360412	2.56512895	1.39453222	1.01134948	0.49343732	1.79835736	2.63759279	2.28471458	1.69050325	2.90893391	2.10015673	1.76292202	1.39580491	2.16376021	2.8026915	1.30204711	1.60931141	0.83353465	1.73414616	2.22767079	1.34609892	1.05593979	1.04778573	1.03780193	0.83602539	0.76679849	1.4963597	0.49889364	0.95748663	1.23864323	1.43892319	1.49258184	0.46898642	1.80302289	1.01276258	0.90865681	1.42998559	1.54729662	0.96631356	1.58176039	1.38735929	1.24795966	0.42506663	0.74773308	0.46600665	0.88444732	1.50465276	1.65750101	0.86358722	0.30116012	2.50696297	1.47822558	0.97431724	1.06260589	1.23786156	1.83677115	1.1825803	1.92643932	1.80374297	1.61597673	1.89871838	1.96966816	1.43088745	1.09124549	1.24615384	-0.00568359	2.63535056	0.58350611	2.21740356	2.82100684	1.27598893	1.01051275	1.31108263	0.5699717	1.12621278	0.90281983	0.43932026	0.80563805	2.17894074	0.9979766	1.22545707	1.40257886	2.32470435	1.22520409	0.44596328	2.01221056	1.27847772	1.6598828	2.52090383	0.01310564	0.35639221	1.10296512	1.3897491	0.17151911	2.1751002	-0.7694259	2.44679156	-0.02128309	1.38576179	1.35514466	1.44873895	1.61276718	2.59496225	1.33595352	2.01439465	1.57800511	1.5350435	0.06592439	1.79727801	2.70047867	1.29642498	0.50431643	2.62915149	0.75981086	2.06253668	1.36702159	1.73338734	2.32053767	0.94584428	1.73883654	0.95945049	3.09573123	1.01713185	1.54137862	0.81160617	1.46538703	1.03686106	2.52423185	0.39276707	2.63541188	1.55964114	1.19738104	1.45243962	0.47076434	1.33218325	1.78156301	1.61017771	1.09296681	1.21846738	1.65633749	2.07755185	1.628714	1.38281124	0.89522161	1.02335123	1.06844515	1.58257316	0.81813733	3.31747033	1.5602167	-0.04611384	1.07108018	1.53082565	-0.00437267	1.06694511	1.95395883	0.60483627	1.6086194	1.71220622	1.29665296	2.25245964	1.68022871	1.71296454	1.21273388	0.9975231	2.25730831	0.96689604	1.53383963	2.15536343	2.2611783	1.92415141	2.18584548	2.19792882	2.05870134	2.29483894	1.17522866	2.15231603	1.29593015	1.91960975	0.43056918	1.55095531	1.06260016	2.75469614	1.75511903	0.95532891	2.07539915	1.96392107	0.8815313	1.96099781	2.53172241	1.26918487	1.54293403	1.32621721	1.87656839	-0.08287559	3.19036799	0.41908078	1.34541629	0.46622338	0.72503468	-0.32938426	1.86518051	0.88048552	2.55684397	1.67626678	0.94053881	1.17877743
